"Test Case ID","Screen Name","Test Scenario","Category","Preconditions","Automation Steps","Browser Logs","Status","Duration (ms)"
"SEL_SCR15_TC144","SelectTicketsScreen","Selenium E2E: Verify primary button and actions execute successfully on SelectTicketsScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","369"
"SEL_SCR15_TC145","SelectTicketsScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on SelectTicketsScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","318"
"SEL_SCR15_TC146","SelectTicketsScreen","Selenium E2E: Verify system rejects incorrect input formats on SelectTicketsScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","292"
"SEL_SCR15_TC147","SelectTicketsScreen","Selenium E2E: Verify input field limits and overflow boundaries on SelectTicketsScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","483"
"SEL_SCR15_TC148","SelectTicketsScreen","Selenium E2E: Verify screen offline indicator state during outages on SelectTicketsScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","342"
"SEL_SCR15_TC149","SelectTicketsScreen","Selenium E2E: Verify screen reader content description labels on SelectTicketsScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","435"
"SEL_SCR15_TC150","SelectTicketsScreen","Selenium E2E: Verify page back-button cache retention on SelectTicketsScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /selectticketsscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /selectticketsscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","375"
"SEL_SCR16_TC151","BillingDetailsScreen","Selenium E2E: Verify header and visual elements display correctly on BillingDetailsScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","229"
"SEL_SCR16_TC152","BillingDetailsScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on BillingDetailsScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","439"
"SEL_SCR16_TC153","BillingDetailsScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on BillingDetailsScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","226"
"SEL_SCR16_TC154","BillingDetailsScreen","Selenium E2E: Verify primary button and actions execute successfully on BillingDetailsScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","485"
"SEL_SCR16_TC155","BillingDetailsScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on BillingDetailsScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","385"
"SEL_SCR16_TC156","BillingDetailsScreen","Selenium E2E: Verify system rejects incorrect input formats on BillingDetailsScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","393"
"SEL_SCR16_TC157","BillingDetailsScreen","Selenium E2E: Verify input field limits and overflow boundaries on BillingDetailsScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","193"
"SEL_SCR16_TC158","BillingDetailsScreen","Selenium E2E: Verify screen offline indicator state during outages on BillingDetailsScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","161"
"SEL_SCR16_TC159","BillingDetailsScreen","Selenium E2E: Verify screen reader content description labels on BillingDetailsScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","453"
"SEL_SCR16_TC160","BillingDetailsScreen","Selenium E2E: Verify page back-button cache retention on BillingDetailsScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /billingdetailsscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /billingdetailsscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","461"
"SEL_SCR17_TC161","PaymentMethodScreen","Selenium E2E: Verify header and visual elements display correctly on PaymentMethodScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","441"
"SEL_SCR17_TC162","PaymentMethodScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on PaymentMethodScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","307"
"SEL_SCR17_TC163","PaymentMethodScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on PaymentMethodScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","335"
"SEL_SCR17_TC164","PaymentMethodScreen","Selenium E2E: Verify primary button and actions execute successfully on PaymentMethodScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","147"
"SEL_SCR17_TC165","PaymentMethodScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on PaymentMethodScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","417"
"SEL_SCR17_TC166","PaymentMethodScreen","Selenium E2E: Verify system rejects incorrect input formats on PaymentMethodScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","412"
"SEL_SCR17_TC167","PaymentMethodScreen","Selenium E2E: Verify input field limits and overflow boundaries on PaymentMethodScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","304"
"SEL_SCR17_TC168","PaymentMethodScreen","Selenium E2E: Verify screen offline indicator state during outages on PaymentMethodScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","160"
"SEL_SCR17_TC169","PaymentMethodScreen","Selenium E2E: Verify screen reader content description labels on PaymentMethodScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","310"
"SEL_SCR17_TC170","PaymentMethodScreen","Selenium E2E: Verify page back-button cache retention on PaymentMethodScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /paymentmethodscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /paymentmethodscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","276"
"SEL_SCR18_TC171","CardInputScreen","Selenium E2E: Verify header and visual elements display correctly on CardInputScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","328"
"SEL_SCR18_TC172","CardInputScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on CardInputScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","327"
"SEL_SCR18_TC173","CardInputScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on CardInputScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","375"
"SEL_SCR18_TC174","CardInputScreen","Selenium E2E: Verify primary button and actions execute successfully on CardInputScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","449"
"SEL_SCR18_TC175","CardInputScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on CardInputScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","273"
"SEL_SCR18_TC176","CardInputScreen","Selenium E2E: Verify system rejects incorrect input formats on CardInputScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","265"
"SEL_SCR18_TC177","CardInputScreen","Selenium E2E: Verify input field limits and overflow boundaries on CardInputScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","483"
"SEL_SCR18_TC178","CardInputScreen","Selenium E2E: Verify screen offline indicator state during outages on CardInputScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","409"
"SEL_SCR18_TC179","CardInputScreen","Selenium E2E: Verify screen reader content description labels on CardInputScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","274"
"SEL_SCR18_TC180","CardInputScreen","Selenium E2E: Verify page back-button cache retention on CardInputScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /cardinputscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /cardinputscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","132"
"SEL_SCR19_TC181","UpiSimScreen","Selenium E2E: Verify header and visual elements display correctly on UpiSimScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","463"
"SEL_SCR19_TC182","UpiSimScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on UpiSimScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","197"
"SEL_SCR19_TC183","UpiSimScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on UpiSimScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","397"
"SEL_SCR19_TC184","UpiSimScreen","Selenium E2E: Verify primary button and actions execute successfully on UpiSimScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","262"
"SEL_SCR19_TC185","UpiSimScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on UpiSimScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","399"
"SEL_SCR19_TC186","UpiSimScreen","Selenium E2E: Verify system rejects incorrect input formats on UpiSimScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","442"
"SEL_SCR19_TC187","UpiSimScreen","Selenium E2E: Verify input field limits and overflow boundaries on UpiSimScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","170"
"SEL_SCR19_TC188","UpiSimScreen","Selenium E2E: Verify screen offline indicator state during outages on UpiSimScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","367"
"SEL_SCR19_TC189","UpiSimScreen","Selenium E2E: Verify screen reader content description labels on UpiSimScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","393"
"SEL_SCR19_TC190","UpiSimScreen","Selenium E2E: Verify page back-button cache retention on UpiSimScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /upisimscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /upisimscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","358"
"SEL_SCR20_TC191","SuccessScreen","Selenium E2E: Verify header and visual elements display correctly on SuccessScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","335"
"SEL_SCR20_TC192","SuccessScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on SuccessScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","191"
"SEL_SCR20_TC193","SuccessScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on SuccessScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","397"
"SEL_SCR20_TC194","SuccessScreen","Selenium E2E: Verify primary button and actions execute successfully on SuccessScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","474"
"SEL_SCR20_TC195","SuccessScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on SuccessScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","156"
"SEL_SCR20_TC196","SuccessScreen","Selenium E2E: Verify system rejects incorrect input formats on SuccessScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","194"
"SEL_SCR20_TC197","SuccessScreen","Selenium E2E: Verify input field limits and overflow boundaries on SuccessScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","477"
"SEL_SCR20_TC198","SuccessScreen","Selenium E2E: Verify screen offline indicator state during outages on SuccessScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","374"
"SEL_SCR20_TC199","SuccessScreen","Selenium E2E: Verify screen reader content description labels on SuccessScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","440"
"SEL_SCR20_TC200","SuccessScreen","Selenium E2E: Verify page back-button cache retention on SuccessScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /successscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /successscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","363"
"SEL_SCR21_TC201","FailedScreen","Selenium E2E: Verify header and visual elements display correctly on FailedScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","107"
"SEL_SCR21_TC202","FailedScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on FailedScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","260"
"SEL_SCR21_TC203","FailedScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on FailedScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","164"
"SEL_SCR21_TC204","FailedScreen","Selenium E2E: Verify primary button and actions execute successfully on FailedScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","252"
"SEL_SCR21_TC205","FailedScreen","Selenium E2E: Verify warning alerts on form submissions with blank inputs on FailedScreen","Form Validation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Func_Empty. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify warning alerts on form submissions with blank inputs. Elements verified.","Passed","240"
"SEL_SCR21_TC206","FailedScreen","Selenium E2E: Verify system rejects incorrect input formats on FailedScreen","Negative Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Func_Invalid. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify system rejects incorrect input formats. Elements verified.","Passed","174"
"SEL_SCR21_TC207","FailedScreen","Selenium E2E: Verify input field limits and overflow boundaries on FailedScreen","Edge Case","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Func_Edge. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify input field limits and overflow boundaries. Elements verified.","Passed","202"
"SEL_SCR21_TC208","FailedScreen","Selenium E2E: Verify screen offline indicator state during outages on FailedScreen","Error Handling","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Func_Offline. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify screen offline indicator state during outages. Elements verified.","Passed","373"
"SEL_SCR21_TC209","FailedScreen","Selenium E2E: Verify screen reader content description labels on FailedScreen","Accessibility","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for Accessibility_Labels. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify screen reader content description labels. Elements verified.","Passed","155"
"SEL_SCR21_TC210","FailedScreen","Selenium E2E: Verify page back-button cache retention on FailedScreen","Session State","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /failedscreen. 3. Execute check for State_Cache. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /failedscreen. Action: Verify page back-button cache retention. Elements verified.","Passed","424"
"SEL_SCR22_TC211","ReceiptScreen","Selenium E2E: Verify header and visual elements display correctly on ReceiptScreen","UI Layout","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for UI_Header. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify header and visual elements display correctly. Elements verified.","Passed","101"
"SEL_SCR22_TC212","ReceiptScreen","Selenium E2E: Verify layout adapts to different mobile resolutions on ReceiptScreen","Mobile Responsiveness","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for UI_Responsiveness. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify layout adapts to different mobile resolutions. Elements verified.","Passed","451"
"SEL_SCR22_TC213","ReceiptScreen","Selenium E2E: Verify screen transitions and routing stack load successfully on ReceiptScreen","Navigation","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Nav_Load. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify screen transitions and routing stack load successfully. Elements verified.","Passed","407"
"SEL_SCR22_TC214","ReceiptScreen","Selenium E2E: Verify primary button and actions execute successfully on ReceiptScreen","Positive Functional","Web app server is running headlessly inside localhost.","1. Launch webdriver browser. 2. Navigate to /receiptscreen. 3. Execute check for Func_Primary. 4. Retrieve status response.","[INFO] Initialized headless session. Navigated to /receiptscreen. Action: Verify primary button and actions execute successfully. Elements verified.","Passed","122"
